GeneSymbol,Exp017028_T_Py,Exp017022_T_An,Exp025215_T_An,Exp025241_T_An,Exp025255_T_An,Exp008534_T_An,Exp016992_T_AI,Exp017032_T_AI,Exp017036_T_AI,Exp016986_T_GC,Exp017006_T_GC,Exp025221_T_GC,Exp025227_T_GC,Exp025253_T_GC,Exp025447_T_GC,Exp008579_T_GC,Exp016996_T_LC,Exp017038_T_LC,Exp025243_T_Fu,Exp008546_T_Fu,Exp008577_T_Fu,Exp016998_T_Ca,Exp017000_T_Ca,Exp025211_T_Ca,Exp025245_T_Ca,Exp025249_T_Ca,Exp025449_T_Ca,Exp025451_T_Ca,Exp008536_T_Ca,Exp017029_P_Py,Exp017023_P_An,Exp025216_P_An,Exp025242_P_An,Exp025256_P_An,Exp008535_P_An,Exp016993_P_AI,Exp017033_P_AI,Exp017037_P_AI,Exp016987_P_GC,Exp017007_P_GC,Exp025222_P_GC,Exp025228_P_GC,Exp025254_P_GC,Exp025448_P_GC,Exp008580_P_GC,Exp016997_P_LC,Exp017039_P_LC,Exp025244_P_Fu,Exp008547_P_Fu,Exp008578_P_Fu,Exp016999_P_Ca,Exp017001_P_Ca,Exp025212_P_Ca,Exp025246_P_Ca,Exp025250_P_Ca,Exp025450_P_Ca,Exp025452_P_Ca,Exp008537_P_Ca
GALK1,1.264,0.81,8.309,0.87,3.418,2.447,15.374,1.109,1.048,17.669,0.244,2.392,2.687,6.474,0.0,0.302,0.98,0.807,0.392,2.8510000000000004,1.006,5.2620000000000005,3.6039999999999996,2.997,2.8489999999999998,1.979,0.41,0.109,0.605,3.178,3.833,3.283,3.327,6.434,4.209,3.4130000000000003,1.271,2.698,1.17,1.38,1.883,2.439,3.6319999999999997,8.798,1.296,9.513,1.925,1.095,3.17,2.448,4.125,31.113000000000003,1.837,6.332000000000001,4.092,0.0,1.412,2.397
GALK2,0.16699999999999998,0.0,0.359,0.496,0.10099999999999999,0.569,0.259,0.316,0.174,0.195,0.035,0.0,0.44299999999999995,0.391,0.009000000000000001,0.048,0.22899999999999998,0.34700000000000003,0.204,0.35700000000000004,0.106,0.0,0.578,0.0,0.27699999999999997,0.11599999999999999,0.264,0.0,0.0,0.43799999999999994,0.35600000000000004,0.395,0.14300000000000002,0.149,0.182,0.28800000000000003,0.22899999999999998,0.36200000000000004,0.244,2.5780000000000003,0.175,0.261,1.3769999999999998,0.41700000000000004,0.292,0.433,0.423,0.163,0.221,0.182,0.0,0.21600000000000003,0.233,0.5479999999999999,0.562,0.0,0.0,0.125
GALNS,0.307,0.099,1.248,0.217,0.078,0.133,0.18100000000000002,0.079,0.05,0.08199999999999999,0.22,0.024,0.0,0.055999999999999994,0.0,0.01,0.115,0.0,0.0,0.44,0.033,0.062,0.0,0.5760000000000001,0.0,0.0,0.0,0.0,0.052000000000000005,0.0,0.12300000000000001,0.11,0.0,0.0,0.106,0.0,0.047,0.106,0.0,0.055,0.07,0.0,0.07200000000000001,0.0,0.195,0.0,0.034,0.0,0.086,0.011000000000000001,0.746,0.0,0.0,0.0,0.098,0.0,0.0,0.045
GALNT1,0.8059999999999999,0.18,32.26,3.623,43.771,0.252,0.0,0.387,0.248,0.0,0.075,1.045,0.531,0.7490000000000001,0.006999999999999999,12.495999999999999,0.033,0.243,0.022000000000000002,0.5870000000000001,23.61,0.0,0.038,0.166,0.172,0.95,0.0,0.0,0.235,0.493,0.237,0.387,2.283,0.317,0.152,0.0,0.24100000000000002,0.307,0.013000000000000001,0.11199999999999999,0.473,0.34299999999999997,0.40299999999999997,0.09300000000000001,0.386,0.044000000000000004,0.35100000000000003,1.358,0.298,34.571999999999996,0.0,0.0,0.308,0.163,26.771,0.0,2.35,0.064
GALNT2,0.33399999999999996,0.431,1.281,0.723,4.794,0.7070000000000001,0.138,1.2670000000000001,0.995,0.631,0.115,4.573,0.937,5.2170000000000005,0.038,0.223,0.0,0.337,0.652,0.644,1.942,0.49200000000000005,0.677,4.516,0.46299999999999997,0.8029999999999999,0.0,0.02,0.355,0.5579999999999999,0.725,1.4709999999999999,0.285,2.3480000000000003,0.6579999999999999,0.075,0.8420000000000001,0.589,0.0,0.24,1.449,0.9990000000000001,0.8140000000000001,2.778,0.866,0.038,0.35100000000000003,0.95,0.364,0.401,0.341,0.209,0.618,1.4480000000000002,1.9909999999999999,0.0,0.07,0.142
GALNT3,1.195,0.47100000000000003,1.358,4.7139999999999995,0.271,2.283,1.145,4.593999999999999,0.731,0.254,0.099,3.407,1.167,0.218,0.084,0.919,1.1840000000000002,2.049,0.039,0.86,1.172,0.055,0.98,1.158,0.21600000000000003,0.821,0.35200000000000004,0.036000000000000004,0.674,4.127,0.221,1.03,1.3559999999999999,1.486,0.317,0.5579999999999999,1.52,0.57,0.099,0.632,2.003,2.331,1.8719999999999999,0.976,4.585,1.19,1.3969999999999998,0.425,0.997,0.198,0.259,0.68,0.556,1.598,2.199,0.261,0.066,0.212
GALT,1.6980000000000002,0.0,0.204,0.126,0.0,0.341,0.14800000000000002,0.16899999999999998,0.11199999999999999,0.16,0.0,0.18899999999999997,0.45299999999999996,0.0,0.0,0.069,0.455,0.39299999999999996,0.0,0.179,0.11199999999999999,0.0,0.632,0.124,1.743,0.0,0.629,0.0,0.047,0.168,1.053,0.158,0.21100000000000002,0.505,0.484,0.0,0.423,0.753,0.0,1.579,0.284,0.337,0.31,0.965,0.7879999999999999,0.396,1.095,0.21,1.077,1.055,0.0,0.441,0.919,0.0,0.195,0.0,2.327,0.525
GAMT,0.0,0.0,0.049,0.0,0.0,0.0,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.07200000000000001,0.0,0.0,0.0,0.563,0.20800000000000002,0.29,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.489,0.0,2.383,1.7830000000000001,0.0,0.36200000000000004,0.0,0.0,0.10800000000000001,0.0,0.0,1.13,3.589,0.235,0.6859999999999999,0.0,5.247000000000001,0.0,2.679,0.23800000000000002,0.18899999999999997,0.47600000000000003,0.0,0.52,0.0,1.253,0.517
GANC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0
GAP43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466,0.032,0.0,0.0,0.0,0.031,0.0,0.213,0.0,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAPDH,315.17400000000004,369.17900000000003,691.092,277.933,51.691,746.94,840.738,499.606,621.762,565.339,158.221,512.045,875.7,254.832,125.057,132.976,271.249,147.344,755.9889999999999,698.7330000000001,395.474,872.8510000000001,1125.88,706.778,623.893,295.415,394.56300000000005,220.834,307.911,572.486,793.363,618.5369999999999,280.376,367.347,752.313,554.575,429.904,845.5,442.36400000000003,545.675,450.539,587.9580000000001,448.26,1080.2,520.1469999999999,326.75,263.904,594.2869999999999,616.002,619.38,1122.067,2006.671,588.739,536.9830000000001,411.01300000000003,947.921,524.559,653.8330000000001
LRRC32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARS,4.9239999999999995,0.95,21.38,3.404,5.122999999999999,2.528,3.446,4.676,4.173,3.4219999999999997,0.9520000000000001,4.298,11.655,2.101,0.21,0.638,5.712000000000001,2.045,0.41,2.678,1.619,2.016,3.156,2.539,3.142,2.199,0.828,0.996,1.943,3.884,2.9189999999999996,1.548,2.082,2.7560000000000002,2.066,2.964,2.6919999999999997,3.5839999999999996,2.127,2.006,2.718,2.537,2.727,3.6839999999999997,1.069,3.592,4.147,1.699,2.019,2.202,1.495,4.902,1.23,1.629,3.952,0.027999999999999997,3.2560000000000002,2.0980000000000003
GART,1.5230000000000001,0.278,1.7830000000000001,2.467,2.187,1.079,18.733,1.493,1.4240000000000002,6.148,0.242,2.819,1.7990000000000002,5.311,3.11,0.228,0.94,0.593,1.535,1.538,1.3259999999999998,6.605,8.902999999999999,2.221,1.518,2.275,5.2170000000000005,4.513,0.797,10.123,1.95,1.1520000000000001,2.461,3.0589999999999997,1.236,12.944,1.052,2.373,0.94,1.765,1.4969999999999999,1.391,2.084,11.46,1.3940000000000001,13.287,1.273,1.23,0.998,2.124,1.7369999999999999,12.577,2.146,2.281,5.147,0.209,1.2930000000000001,1.796
GAS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATA4,0.0,0.0,0.0,0.156,0.0,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,1.308,0.096,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386,0.0,0.142,0.0,0.0,0.079,0.0,0.028999999999999998,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.0,0.0,0.0,0.0
GATA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.062,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.11900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.14400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.259,0.18100000000000002,0.0,0.0,0.529,0.0,0.135,0.09300000000000001,0.0,0.0,0.0,0.0,0.263,0.0,0.0,0.0,0.0,0.0
GATM,6.968999999999999,0.10400000000000001,9.033,0.66,0.051,3.321,1.06,2.176,2.8369999999999997,0.265,0.6990000000000001,1.514,3.205,0.899,0.221,0.654,3.341,2.7310000000000003,7.148,4.526,1.492,0.624,2.906,0.40700000000000003,0.337,5.992999999999999,0.539,0.026000000000000002,0.055999999999999994,1.4969999999999999,0.732,7.0729999999999995,2.949,4.585,2.5069999999999997,2.31,2.8789999999999996,2.3890000000000002,4.898,1.8130000000000002,2.6460000000000004,2.937,12.997,5.018,2.679,1.6440000000000001,1.2309999999999999,3.715,0.562,0.626,1.3869999999999998,6.565,3.207,1.797,2.964,0.807,0.23399999999999999,1.287
GBA,1.07,0.081,1.337,0.05,1.597,0.706,1.5759999999999998,0.45,0.48700000000000004,0.462,0.252,0.349,0.524,1.837,0.019,0.138,0.309,0.912,0.102,4.066,0.243,0.9570000000000001,0.6579999999999999,1.23,0.0,1.472,0.124,0.059000000000000004,1.3219999999999998,0.248,0.444,0.39299999999999996,0.17800000000000002,0.662,2.7539999999999996,0.616,0.292,2.217,0.7809999999999999,0.285,0.41100000000000003,0.307,0.439,0.523,0.77,1.591,0.737,0.166,0.493,0.59,1.062,0.636,0.5529999999999999,0.584,1.083,0.146,0.155,2.0780000000000003
GBAS,1.376,0.532,6.997999999999999,1.8559999999999999,7.614,2.6010000000000004,0.9670000000000001,1.148,1.8980000000000001,0.0,2.09,4.91,6.625,3.6439999999999997,0.04,0.441,1.643,3.637,5.138,8.484,0.49700000000000005,0.953,5.571000000000001,11.939,0.0,1.113,1.6030000000000002,0.04,0.799,0.6759999999999999,0.0,8.407,3.352,22.866999999999997,7.441,0.593,2.379,2.23,1.5490000000000002,17.246,4.82,2.912,17.449,13.606,1.983,5.876,8.648,10.671,3.823,6.621,1.4709999999999999,15.065,4.887,0.863,25.739,1.36,0.12,4.6930000000000005
GBE1,0.39899999999999997,0.242,0.726,0.609,1.288,2.325,0.5579999999999999,0.23,0.155,0.43200000000000005,0.36200000000000004,0.501,0.475,0.823,0.353,0.105,0.406,0.34,1.53,0.6509999999999999,0.386,1.122,0.696,0.79,0.5429999999999999,1.103,0.0,0.185,0.17,0.573,0.282,0.47,0.5539999999999999,0.998,1.7109999999999999,0.564,0.49700000000000005,0.8859999999999999,0.13699999999999998,0.434,0.26,0.47,0.723,1.5219999999999998,0.7090000000000001,0.5429999999999999,0.309,0.583,0.621,1.489,0.214,0.266,0.16,0.509,0.65,0.0,0.909,0.746
GBP1,2.4730000000000003,0.42200000000000004,1.526,1.402,1.68,2.66,4.0280000000000005,5.327999999999999,1.693,8.968,0.535,4.109,2.17,8.128,0.078,0.551,0.6679999999999999,2.7510000000000003,0.306,3.998,1.284,6.205,4.335,3.6839999999999997,1.801,1.058,2.591,0.10400000000000001,0.777,1.109,0.7879999999999999,0.534,1.28,3.27,7.805,2.324,1.786,2.33,1.492,0.956,4.756,3.372,1.109,3.775,0.943,0.52,2.285,1.084,4.564,1.217,2.966,6.372999999999999,2.434,0.91,1.7,0.10800000000000001,0.139,1.9380000000000002
GBP2,0.7609999999999999,0.16,0.6679999999999999,0.298,0.625,1.327,1.8659999999999999,1.6340000000000001,0.9690000000000001,2.477,0.33,1.67,0.894,3.025,0.027000000000000003,0.324,0.606,1.44,0.564,1.119,1.2930000000000001,0.5429999999999999,1.709,3.444,0.073,0.23399999999999999,0.986,0.11900000000000001,0.207,0.5589999999999999,0.38,0.605,0.518,1.818,1.8159999999999998,1.247,1.476,1.203,0.6809999999999999,0.8490000000000001,2.334,2.031,0.795,1.237,0.628,0.727,0.6990000000000001,0.57,2.157,1.725,1.206,1.064,2.177,0.293,1.545,0.0,0.237,1.361
GBP3,0.0,0.0,0.0,0.0,0.0,0.508,0.0,0.0,0.162,0.0,0.0,0.478,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,1.385,0.0,0.0,0.0,0.0,0.0,0.815,0.0,0.301,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.127,0.0,0.0,0.0
GC,7.032,22.059,11.65,22.938000000000002,12.895999999999999,9.974,12.495999999999999,25.553,6.841,3.718,1.5190000000000001,14.81,8.649,8.222000000000001,37.124,6.886,13.860999999999999,3.615,6.834,102.95299999999999,7.6770000000000005,12.762,16.963,6.329,29.003,114.67,13.831,10.800999999999998,207.08599999999998,9.704,21.57,9.068,7.912000000000001,15.908,12.967,5.1739999999999995,7.1,8.285,0.902,3.247,18.697,9.373,7.579,10.633,7.778,5.419,7.774,8.295,107.469,3.7310000000000003,52.68600000000001,8.437000000000001,7.202999999999999,11.04,22.558000000000003,9.039,9.672,9.606
GCDH,0.85,0.055,0.285,0.0,0.0,0.7959999999999999,0.9670000000000001,0.46299999999999997,0.601,0.485,0.094,0.259,0.733,0.255,0.0,0.18,0.809,0.18,0.305,0.413,0.456,0.375,0.627,0.493,0.0,0.0,0.055999999999999994,0.107,0.0,0.171,0.131,2.3819999999999997,0.0,0.34700000000000003,0.971,0.833,0.546,0.79,1.187,1.5630000000000002,0.5379999999999999,2.497,0.0,4.71,0.805,2.041,0.691,1.2229999999999999,0.35700000000000004,2.082,0.64,0.8370000000000001,0.853,0.0,0.7090000000000001,0.0,0.221,0.74
GCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.27899999999999997,15.17,2.116,0.0,0.139,0.0,6.7989999999999995,0.0,3.577,0.0,0.0,0.0,0.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604,0.9279999999999999,0.0,0.0,0.0,0.0
GCHFR,0.133,0.0,1.6,0.0,0.0,0.10400000000000001,0.818,0.0,0.107,0.0,0.0,0.0,0.20600000000000002,0.17800000000000002,0.068,0.0,0.735,0.23199999999999998,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562,0.0,0.239,0.843,0.544,0.0,0.0,0.0,0.0,0.0,0.0,0.525,1.102,0.0,0.321,0.0,2.906,0.0,0.0,0.8420000000000001,0.0,0.0,0.0
BLOC1S1,0.0,0.168,0.35200000000000004,0.6609999999999999,0.7929999999999999,0.5820000000000001,0.0,0.264,0.21,0.42200000000000004,0.0,0.462,0.467,0.895,0.0,0.48100000000000004,0.512,0.451,0.111,0.74,1.694,0.0,0.0,0.0,0.0,0.0,0.0,0.11199999999999999,0.0,0.0,0.552,0.0,0.0,1.077,1.288,0.35,0.341,0.469,0.8420000000000001,0.551,0.821,0.45,0.41200000000000003,0.413,1.507,1.06,0.5920000000000001,0.304,0.0,0.318,0.0,0.0,0.917,0.0,0.657,0.0,0.0,1.724
KAT2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT1,0.078,0.0,0.0,0.596,0.0,1.761,0.023,3.325,0.062,0.332,0.0,4.663,2.4730000000000003,0.0,0.0,0.217,0.083,0.5379999999999999,0.0,0.052000000000000005,0.053,0.0,0.209,0.0,0.142,0.0,0.017,0.0,0.0,0.0,0.0,2.7319999999999998,0.22899999999999998,0.085,0.046,0.0,0.478,0.11800000000000001,0.0,0.28,0.665,0.275,0.698,0.122,0.319,0.16399999999999998,0.272,0.08,0.392,0.282,0.0,0.087,0.21899999999999997,0.0,0.639,0.066,0.0,0.0
GCSH,0.0,0.0,0.9520000000000001,0.0,0.904,0.0,0.0,0.0,0.22899999999999998,0.0,0.0,0.0,0.34299999999999997,1.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.92,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,1.281,0.757,0.0,0.0,0.44,0.725,0.0,0.0,0.0,0.0,0.768,0.0,1.409,0.0,0.6859999999999999,0.0
GDI1,6.776,2.001,9.554,4.369,12.048,8.283999999999999,11.22,5.604,9.88,11.037,2.049,7.916,6.621,16.16,0.961,1.3769999999999998,6.329,3.407,4.19,7.702999999999999,3.108,4.24,8.84,12.855,6.928,6.735,3.412,2.2159999999999997,2.891,4.877,4.43,5.749,4.779,11.969000000000001,8.696,7.428999999999999,7.218,6.064,6.26,10.228,7.1,10.154,9.865,12.192,7.484,6.294,5.763999999999999,5.188,11.002,5.551,7.497000000000001,11.532,8.281,4.9319999999999995,9.137,1.8159999999999998,4.149,8.056000000000001
GDI2,30.057,21.935,71.847,26.862,34.327,32.003,40.88,36.437,33.996,43.695,12.923,42.74100000000001,32.742,30.895,2.738,6.6770000000000005,23.715999999999998,19.373,15.731,14.036,15.868,18.314,39.058,47.861999999999995,41.277,16.526,14.575999999999999,10.349,7.785,34.953,45.568000000000005,21.767,27.224,36.62,32.900999999999996,35.989000000000004,23.344,33.967,26.654,36.835,38.144,35.103,33.586999999999996,34.458,26.378,30.711,22.199,26.351,19.831,21.250999999999998,32.601,61.766000000000005,36.05,24.526,33.965,12.25,19.942,28.491
GFAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.051,0.0,0.0,0.0,0.0
GFER,0.20600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43799999999999994,0.545,0.98,0.0,0.0,0.0,0.0,0.107,0.0,0.0,0.0,0.242,0.0,0.0,0.0,0.342,0.0,0.0,0.0,0.0,0.44799999999999995,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.348,0.0,0.242,0.0,1.204,0.0,0.22,0.37200000000000005,0.17300000000000001,0.0,0.0,0.23399999999999999,0.0,0.264,0.0,0.0,0.0,0.0,0.0
GFPT1,11.421,7.405,12.425999999999998,21.84,4.412,19.184,10.208,20.628,12.856,12.935,1.0759999999999998,19.399,12.635,8.387,0.97,1.919,11.152000000000001,9.56,1.229,12.8,5.218999999999999,3.39,11.074000000000002,20.904,23.089000000000002,3.028,3.9410000000000003,0.298,3.3360000000000003,17.677,14.686,12.509,11.370999999999999,17.038,7.952999999999999,12.91,10.698,13.265999999999998,7.879,7.301,15.295,13.091,16.662,10.315999999999999,11.011,7.218999999999999,11.373,4.7780000000000005,7.972,6.477,4.9430000000000005,10.828,7.724,33.983000000000004,21.834,0.0,0.7240000000000001,4.963
GFRA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0,0.0,0.0,0.0,0.21600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GFRA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGCX,0.0,0.0,0.23600000000000002,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.11800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0
GGT1,0.0,0.0,0.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B4GALT1,0.109,0.043,0.894,0.722,0.446,0.9590000000000001,0.33299999999999996,1.204,0.495,0.261,0.127,0.7759999999999999,0.486,0.243,0.023,0.374,0.45399999999999996,0.374,0.0,1.025,0.887,0.254,0.785,0.564,0.015,0.305,0.363,0.03,0.16899999999999998,0.397,0.0,0.624,0.405,0.0,0.66,0.085,0.414,0.237,0.086,0.645,0.6920000000000001,0.524,1.5859999999999999,0.8190000000000001,0.8490000000000001,0.629,0.496,0.365,0.302,0.415,0.156,0.215,0.249,0.034,2.311,0.19,0.055999999999999994,0.38299999999999995
GGT7,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.305,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0
GGT5,0.632,0.0,0.159,0.364,0.382,0.331,0.363,0.203,0.48700000000000004,0.369,0.475,0.565,0.214,3.0610000000000004,0.023,0.136,0.11699999999999999,0.0,0.23600000000000002,0.9359999999999999,0.594,0.096,0.665,2.504,0.797,1.641,0.445,0.0,0.076,0.423,0.305,0.8440000000000001,1.145,2.1069999999999998,0.523,0.0,0.735,0.82,0.084,0.284,0.42200000000000004,0.252,1.374,0.627,0.823,0.0,0.16699999999999998,0.4,0.55,0.34700000000000003,0.133,0.14300000000000002,1.882,0.83,0.946,0.445,0.008,1.065
GIF,0.0,0.0,0.0,0.0,0.0,0.0,0.42100000000000004,0.0,0.0,0.0,0.0,0.0,1.743,0.0,0.0,0.0,0.239,0.7979999999999999,0.0,0.12300000000000001,0.039,0.0,1.993,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,1.1909999999999998,0.912,0.0,8.09,0.0,0.0,0.0,0.0,4.086,0.0,0.0,3.23,4.074,0.0,3.5410000000000004,5.624,5.705,0.986,5.303999999999999,0.607,18.192999999999998,0.564,0.0,0.9129999999999999,3.8539999999999996,0.0,0.0
GIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.307,0.0,0.0,0.0,0.489,0.0,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJA1,0.0,0.066,0.168,0.0,0.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10800000000000001,0.0
